id,title,poster_url,year,duration,age_rating,star_rating,num_ratings,description,preprocessed_description
1392,Parmanu: The Story of Pokhran,"https://m.media-amazon.com/images/M/MV5BMDNjZjkyNjQtNWMyMC00ODA5LTgyODctOGRiOWUwYTAzOWVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY414_CR7,0,280,414_.jpg",2018,2h 9m,Not Rated,7.6,25K,"Ashwat Raina and his teammates arrive in Pokhran to re-conduct a confidential nuclear test, where they face challenges from the American Lacrosse satellite and local spies.","Ashwat Raina teammates arrive Pokhran - conduct confidential nuclear test , face challenges American Lacrosse satellite local spies ."
1393,Tanu Weds Manu Returns,"https://m.media-amazon.com/images/M/MV5BMjMwMTExMjA1OV5BMl5BanBnXkFtZTgwNDI5MTcyNjE@._V1_QL75_UY414_CR4,0,280,414_.jpg",2015,2h 8m,Not Rated,7.6,30K,Tanu and Manu's marriage collapses. What happens when Manu meets Tanu's lookalike Kusum - and when Tanu returns?,Tanu Manu marriage collapses . happens Manu meets Tanu lookalike Kusum - Tanu returns ?
1394,Nocturnal Animals,"https://m.media-amazon.com/images/M/MV5BMTYwMzMwMzgxNl5BMl5BanBnXkFtZTgwMTA0MTUzMDI@._V1_QL75_UX280_CR0,0,280,414_.jpg",2016,1h 56m,R,7.5,308K,"A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale.","wealthy art gallery owner haunted ex - husband novel , violent thriller interprets symbolic revenge tale ."
1395,Beetlejuice,"https://m.media-amazon.com/images/M/MV5BZDdmNjBlYTctNWU0MC00ODQxLWEzNDQtZGY1NmRhYjNmNDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,2,280,414_.jpg",1988,1h 32m,PG,7.5,343K,"The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.","spirits deceased couple harassed unbearable family moved home , hire malicious spirit drive ."
1396,American Fiction,"https://m.media-amazon.com/images/M/MV5BZDlkZmRlYTctNGJmNy00MjVkLThjZDQtMWY5Zjg2NjlhZDZkXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2023,1h 57m,R,7.5,88K,A novelist who's fed up with the establishment profiting from Black entertainment uses a pen name to write a book that propels him into the heart of the hypocrisy and madness he claims to disdain.,novelist fed establishment profiting Black entertainment uses pen write book propels heart hypocrisy madness claims disdain .
1397,A Quiet Place,"https://m.media-amazon.com/images/M/MV5BMjI0MDMzNTQ0M15BMl5BanBnXkFtZTgwMTM5NzM3NDM@._V1_QL75_UX280_CR0,0,280,414_.jpg",2018,1h 30m,PG-13,7.5,589K,A family struggles for survival in a world where most humans have been killed by blind but noise-sensitive creatures. They are forced to communicate in sign language to keep the creatures at bay.,family struggles survival world humans killed blind noise - sensitive creatures . forced communicate sign language creatures bay .
1398,Guy Ritchie's the Covenant,"https://m.media-amazon.com/images/M/MV5BNmQzOWZhOTMtZTcxNC00MTdkLWEwYmUtOWVmOTFhNTdkNjRkXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_QL75_UX280_CR0,0,280,414_.jpg",2023,2h 3m,R,7.5,167K,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.","war Afghanistan , local interpreter risks life carry injured sergeant miles grueling terrain ."
1399,The Greatest Showman,"https://m.media-amazon.com/images/M/MV5BMjI1NDYzNzY2Ml5BMl5BanBnXkFtZTgwODQwODczNTM@._V1_QL75_UY414_CR2,0,280,414_.jpg",2017,1h 45m,PG,7.5,314K,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,Celebrates birth business tells visionary rose create spectacle worldwide sensation .
1400,The Omen,"https://m.media-amazon.com/images/M/MV5BZmNjZDcwNTMtMjQxMy00ZTY5LTg4M2YtYjA5NDliNjNhYzQ3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX280_CR0,4,280,414_.jpg",1976,1h 51m,R,7.5,135K,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,Mysterious deaths surround American ambassador . child raising actually Antichrist ? Devil son ?
1401,Avatar: The Way of Water,"https://m.media-amazon.com/images/M/MV5BYjhiNjBlODctY2ZiOC00YjVlLWFlNzAtNTVhNzM1YjI1NzMxXkEyXkFqcGdeQXVyMjQxNTE1MDA@._V1_QL75_UY414_CR5,0,280,414_.jpg",2022,3h 12m,PG-13,7.5,500K,"Jake Sully lives with his newfound family formed on the extrasolar moon Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their home.","Jake Sully lives newfound family formed extrasolar moon Pandora . familiar threat returns finish previously started , Jake work Neytiri army Na'vi race protect home ."
1402,Baby Driver,"https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_QL75_UX280_CR0,0,280,414_.jpg",2017,1h 53m,R,7.5,617K,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","coerced working crime boss , young getaway driver finds taking heist doomed fail ."
1403,The Conjuring,"https://m.media-amazon.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2013,1h 52m,R,7.5,558K,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,Paranormal investigators Ed Lorraine Warren work help family terrorized dark presence farmhouse .
1404,The Crow,"https://m.media-amazon.com/images/M/MV5BOGIxYmFiMzQtZDQwMC00ZTAxLWIzZTQtOTM5MzJkZmJjZTJhXkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX280_CR0,3,280,414_.jpg",1994,1h 42m,R,7.5,206K,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,man brutally murdered comes life undead avenger fiancée murder .
1405,Eyes Wide Shut,"https://m.media-amazon.com/images/M/MV5BYzMzZjcyNzEtZjE2OC00Yjk3LWExOGItODdhNzhkZTdmM2M0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY414_CR0,0,280,414_.jpg",1999,2h 39m,TV-MA,7.5,377K,"A Manhattan doctor embarks on a bizarre, night-long odyssey after his wife's admission of unfulfilled longing.","Manhattan doctor embarks bizarre , night - long odyssey wife admission unfulfilled longing ."
1406,Total Recall,"https://m.media-amazon.com/images/M/MV5BYzU1YmJjMGEtMjY4Yy00MTFlLWE3NTUtNzI3YjkwZTMxZjZmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UX280_CR0,1,280,414_.jpg",1990,1h 53m,R,7.5,356K,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?","man goes virtual vacation memories planet Mars implanted mind , unexpected harrowing series events forces planet real - ?"
1407,28 Days Later,"https://m.media-amazon.com/images/M/MV5BYTFkM2ViMmQtZmI5NS00MjQ2LWEyN2EtMTI1ZmNlZDU3MTZjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",2002,1h 53m,R,7.5,449K,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.","weeks mysterious , incurable virus spreads UK , handful survivors try find sanctuary ."
1408,Interview with the Vampire: The Vampire Chronicles,"https://m.media-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX280_CR0,3,280,414_.jpg",1994,2h 3m,R,7.5,349K,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.","vampire tells epic life story : love , betrayal , loneliness , hunger ."
1409,The Abyss,"https://m.media-amazon.com/images/M/MV5BYmU4NmUxZjEtYjY0OC00ZDAwLTg0MGQtMDRkNDk5NWQ0OTQ5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,1,280,414_.jpg",1989,2h 20m,PG-13,7.5,195K,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,civilian diving team enlisted search lost nuclear submarine faces danger encountering alien aquatic species .
1410,Upgrade,"https://m.media-amazon.com/images/M/MV5BMjI0NzcyMjM5Ml5BMl5BanBnXkFtZTgwMzk2NzAyNTM@._V1_QL75_UX280_CR0,0,280,414_.jpg",2018,1h 40m,R,7.5,210K,"Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.","Set near - future , technology controls nearly aspects life . world Grey , self - labeled technophobe , turned upside , hope revenge experimental computer chip implant ."
1411,The Hunger Games: Catching Fire,"https://m.media-amazon.com/images/M/MV5BMTAyMjQ3OTAxMzNeQTJeQWpwZ15BbWU4MDU0NzA1MzAx._V1_QL75_UX280_CR0,0,280,414_.jpg",2013,2h 26m,PG-13,7.5,725K,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,Katniss Everdeen Peeta Mellark targets Capitol victory 74th Hunger Games sparks rebellion Districts Panem .
1412,Les Misérables,"https://m.media-amazon.com/images/M/MV5BNWZhNGM1ZTItYTg4Zi00MTE2LTg5MjYtYjdmYmZkNTVmYTQwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,0,280,414_.jpg",2012,2h 38m,PG-13,7.5,347K,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.","19th - century France , Jean Valjean , decades hunted ruthless policeman Javert breaking parole , agrees care factory worker daughter . decision changes lives forever ."
1413,Promising Young Woman,"https://m.media-amazon.com/images/M/MV5BOTgzMzE4MGItZDgxYS00ZGEwLWE3YTctZWY3ZDAyMTk0ZGU4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2020,1h 53m,R,7.5,214K,"Nothing in Cassie's life is what it appears to be - she's wickedly smart, tantalizingly cunning, and she's living a secret double life. Now, an unexpected encounter is about to give Cassie a chance to right the wrongs from the past.","Cassie life appears - wickedly smart , tantalizingly cunning , living secret double life . , unexpected encounter Cassie chance right wrongs past ."
1414,The Town,"https://m.media-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_QL75_UY414_CR0,0,280,414_.jpg",2010,2h 5m,R,7.5,418K,A proficient group of thieves rob a bank and hold an assistant manager hostage. Things begin to get complicated when one of the crew members falls in love with her.,proficient group thieves rob bank hold assistant manager hostage . Things begin complicated crew members falls love .
1415,A Man Called Otto,"https://m.media-amazon.com/images/M/MV5BNzg3OTEzMTgtYWU0OC00YTI0LWIxOTAtNmRkNTc0Nzg2YWU1XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_QL75_UY414_CR26,0,280,414_.jpg",2022,2h 6m,PG-13,7.5,161K,"Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.","Otto grump given life following loss wife wants end . young family moves nearby , meets match quick - witted Marisol , leading friendship turn world ."
1416,Trading Places,"https://m.media-amazon.com/images/M/MV5BZGVjNTBiYWUtY2MwOC00NTg1LWJiNWMtNzM5MTBkYzE5NjQxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,5,280,414_.jpg",1983,1h 56m,R,7.5,167K,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.,snobbish investor wily street con artist find positions reversed bet callous millionaires .
1417,The Favourite,"https://m.media-amazon.com/images/M/MV5BMTg1NzQwMDQxNV5BMl5BanBnXkFtZTgwNDg2NDYyNjM@._V1_QL75_UX280_CR0,1,280,414_.jpg",2018,1h 59m,R,7.5,236K,"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.","early 18th - century England , status quo court upset new servant arrives endears frail Queen Anne ."
1418,The Devil's Advocate,"https://m.media-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY414_CR6,0,280,414_.jpg",1997,2h 24m,R,7.5,404K,An exceptionally-adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss--the biggest opportunity of his career to date.,exceptionally - adept Florida lawyer offered job high - end New York City law firm high - end boss -- biggest opportunity career date .
1419,Source Code,"https://m.media-amazon.com/images/M/MV5BMTY0MTc3MzMzNV5BMl5BanBnXkFtZTcwNDE4MjE0NA@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2011,1h 33m,PG-13,7.5,552K,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,soldier wakes body discovers experimental government program find bomber commuter train 8 minutes .
1420,An American Werewolf in London,"https://m.media-amazon.com/images/M/MV5BZGNmYWQzMGEtNDlhMS00NzEwLTkzMDItMDQ4MjkyMzRkNjFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,12,280,414_.jpg",1981,1h 37m,R,7.5,121K,Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.,American college students walking tour Britain attacked werewolf locals admit exists .
1421,Field of Dreams,"https://m.media-amazon.com/images/M/MV5BNzk5OWY0YjAtYWU3ZS00Y2Q4LWFlNjItMzgwMTQ2MjIyMDFmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",1989,1h 47m,PG,7.5,129K,"Iowa farmer Ray Kinsella is inspired by a voice he can't ignore to pursue a dream he can hardly believe. Supported by his wife, Ray begins the quest by turning his ordinary cornfield into a place where dreams can come true.","Iowa farmer Ray Kinsella inspired voice ignore pursue dream hardly believe . Supported wife , Ray begins quest turning ordinary cornfield place dreams come true ."
1422,Godzilla,"https://m.media-amazon.com/images/M/MV5BYzI2ZWUwMWYtOGRjMC00YjNiLTg5MTktZDU0NDk5MjY4Zjc2XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX280_CR0,3,280,414_.jpg",1954,1h 36m,Not Rated,7.5,40K,"After a dinosaur-like beast - awoken from undersea hibernation by atom bomb testing - ravages Tokyo, a scientist must decide if his similarly dangerous weapon should be used to destroy it.","dinosaur - like beast - awoken undersea hibernation atom bomb testing - ravages Tokyo , scientist decide similarly dangerous weapon destroy ."
1423,Spider-Man 2,"https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY414_CR11,0,280,414_.jpg",2004,2h 7m,PG-13,7.5,713K,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,Peter Parker beset troubles failing personal life battles brilliant scientist named Otto Octavius .
1424,Batman,"https://m.media-amazon.com/images/M/MV5BZWQ0OTQ3ODctMmE0MS00ODc2LTg0ZTEtZWIwNTUxOGExZTQ4XkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX280_CR0,2,280,414_.jpg",1989,2h 6m,PG-13,7.5,406K,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.","Dark Knight Gotham City begins war crime major enemy Jack Napier , criminal clownishly homicidal Joker ."
1425,Harry Potter and the Order of the Phoenix,"https://m.media-amazon.com/images/M/MV5BOTA3MmRmZDgtOWU1Ny00ZDc5LWFkN2YtNzNlY2UxZmY0N2IyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX280_CR0,3,280,414_.jpg",2007,2h 18m,PG-13,7.5,637K,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.","warning Lord Voldemort return scoffed , Harry Dumbledore targeted Wizard authorities authoritarian bureaucrat slowly seizes power Hogwarts ."
1426,Little Children,"https://m.media-amazon.com/images/M/MV5BMTYwNzEwNTI3MV5BMl5BanBnXkFtZTcwODUyODczMQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2006,2h 17m,R,7.5,117K,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts.","lives lovelorn spouses separate marriages , registered sex offender , disgraced ex - police officer intersect struggle resist vulnerabilities temptations suburban Massachusetts ."
1427,Sleepers,"https://m.media-amazon.com/images/M/MV5BMzk1MmI4NzAtOGRiNS00YjY1LTllNmEtZDhiZDM4MjU2NTMxXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY414_CR7,0,280,414_.jpg",1996,2h 27m,R,7.5,238K,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.","prank goes disastrously wrong , group boys sent detention center brutalized . Thirteen years later , unexpected random encounter guard gives chance revenge ."
1428,The Hunt for Red October,"https://m.media-amazon.com/images/M/MV5BZDdkODg3YzctMGVmZS00ZDM5LWIzNTctZDRlMjA5Mjc4MGViXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY414_CR0,0,280,414_.jpg",1990,2h 15m,PG,7.5,216K,"In November 1984, the Soviet Union's best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?","November 1984 , Soviet Union best submarine captain violates orders heads U.S. new undetectable sub . American CIA military quickly determine : trying defect start war ?"
1429,Doctor Strange,"https://m.media-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_QL75_UX280_CR0,0,280,414_.jpg",2016,1h 55m,PG-13,7.5,810K,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.","journey physical spiritual healing , brilliant neurosurgeon drawn world mystic arts ."
1430,Gangs of New York,"https://m.media-amazon.com/images/M/MV5BNDg3MmI1ZDYtMDZjYi00ZWRlLTk4NzEtZjY4Y2U0NjE5YmRiXkEyXkFqcGdeQXVyNzAxMjE1NDg@._V1_QL75_UY414_CR1,0,280,414_.jpg",2002,2h 47m,R,7.5,475K,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher; his father's killer.","1862 , Amsterdam Vallon returns Points area New York City seeking revenge Bill Butcher ; father killer ."
1431,Incredibles 2,"https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_QL75_UX280_CR0,0,280,414_.jpg",2018,1h 58m,PG,7.5,334K,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,Incredibles family takes new mission involves change family roles : Bob Parr ( Mr. Incredible ) manage house wife Helen ( Elastigirl ) goes save world .
1432,Indiana Jones and the Temple of Doom,"https://m.media-amazon.com/images/M/MV5BYzgzMTIzNzctNmNiZC00ZDYyLWJjNzktMmQ2MDM2ZDkwZGVhXkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_QL75_UX280_CR0,1,280,414_.jpg",1984,1h 58m,PG,7.5,538K,"In 1935, Indiana Jones is tasked by Indian villagers with reclaiming a rock stolen from them by a secret cult beneath the catacombs of an ancient palace.","1935 , Indiana Jones tasked Indian villagers reclaiming rock stolen secret cult beneath catacombs ancient palace ."
1433,Ice Age,"https://m.media-amazon.com/images/M/MV5BM2JmZGJkNzAtOWI0MC00ZmE5LWIwMjYtODU0OGUxNDg4ZDkwXkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_QL75_UX280_CR0,3,280,414_.jpg",2002,1h 21m,PG,7.5,522K,"The story revolves around sub-zero heroes: a woolly mammoth, a saber-toothed tiger, a sloth and a prehistoric combination of a squirrel and rat, known as Scrat.","story revolves sub - zero heroes : woolly mammoth , saber - toothed tiger , sloth prehistoric combination squirrel rat , known Scrat ."
1434,The Impossible,"https://m.media-amazon.com/images/M/MV5BMWFjZDVjYjMtZWIyMS00MTkwLWI1OWMtMzNmZjgzMGVlODM4XkEyXkFqcGdeQXVyNzYxNjU1ODQ@._V1_QL75_UY414_CR5,0,280,414_.jpg",2012,1h 54m,PG-13,7.5,246K,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,story tourist family Thailand caught destruction chaotic aftermath 2004 Indian Ocean tsunami .
1435,Jackie Brown,"https://m.media-amazon.com/images/M/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY414_CR2,0,280,414_.jpg",1997,2h 34m,R,7.5,377K,"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the illegal arms dealer she works for, she must find a way to secure her future without getting killed.","flight attendant criminal past gets nabbed ATF smuggling . pressure informant illegal arms dealer works , find way secure future getting killed ."
1436,A Time to Kill,"https://m.media-amazon.com/images/M/MV5BM2U4OThhNTQtN2JmZi00OWY0LThmZjYtMzNhZmExMWM0OTNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,1,280,414_.jpg",1996,2h 29m,R,7.5,183K,"In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.","Canton , Mississippi , fearless young lawyer assistant defend black man accused murdering white men raped - year - old daughter , inciting violent retribution revenge Ku Klux Klan ."
1437,Tucker and Dale vs Evil,"https://m.media-amazon.com/images/M/MV5BODQ5NDQ0MjkwMF5BMl5BanBnXkFtZTcwNDg1OTU4NQ@@._V1_QL75_UX280_CR0,1,280,414_.jpg",2010,1h 29m,R,7.5,194K,Affable hillbillies Tucker and Dale are on vacation at their dilapidated mountain cabin when they are mistaken for murderers by a group of preppy college students.,Affable hillbillies Tucker Dale vacation dilapidated mountain cabin mistaken murderers group preppy college students .
1438,Collateral,"https://m.media-amazon.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2004,2h,R,7.5,435K,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,cab driver finds hostage engaging contract killer makes rounds hit hit night Los Angeles .
1439,The Fabelmans,"https://m.media-amazon.com/images/M/MV5BZGM1MzczNmQtMjBmYS00NTRhLWI0MzctNTFkZDc4OGUyODdjXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_QL75_UX280_CR0,14,280,414_.jpg",2022,2h 31m,PG-13,7.5,118K,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.","Growing post - World War II era Arizona , young Sammy Fabelman aspires filmmaker reaches adolescence , soon discovers shattering family secret explores power films help truth ."
1440,Legends of the Fall,"https://m.media-amazon.com/images/M/MV5BNzUwMzhkY2EtYzg4NC00NzZmLWEzNmItMDU4MmNlZTRjYzIxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,1,280,414_.jpg",1994,2h 13m,R,7.5,184K,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.","early 1900s , brothers father living remote wilderness Montana affected betrayal , history , love , nature , war ."
1441,Master and Commander: The Far Side of the World,"https://m.media-amazon.com/images/M/MV5BZGRjM2IyM2EtZDAxYi00NTdjLTliMGYtMmRhZGUyNjRjNWYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2003,2h 18m,PG-13,7.5,239K,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.","Napoleonic Wars , brash British captain pushes ship crew limits pursuit formidable French war vessel South America ."
1442,The Warriors,"https://m.media-amazon.com/images/M/MV5BYTU2MWRiMTMtYzAzZi00NGYzLTlkMDEtNWQ3MzZlNTJlNzZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX280_CR0,6,280,414_.jpg",1979,1h 33m,R,7.5,111K,A street gang known as the Warriors must fight its way from the Bronx to its home turf on Coney Island when its members are falsely accused of assassinating a respected gang leader.,street gang known Warriors fight way Bronx home turf Coney Island members falsely accused assassinating respected gang leader .
1443,Lolita,"https://m.media-amazon.com/images/M/MV5BZTlmODM0ZTgtY2NkZS00Y2ZmLTkxMzktMTE4ZDg2NzNmNDkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,6,280,414_.jpg",1962,2h 33m,Approved,7.5,109K,A middle-aged college professor becomes infatuated with a 14-year-old girl.,middle - aged college professor infatuated 14 - year - old girl .
1444,Waves,"https://m.media-amazon.com/images/M/MV5BMWE2OTdiY2MtM2ViNy00NmExLWIxZjYtYTVkNGJkNzgwYjVmXkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_QL75_UX280_CR0,0,280,414_.jpg",2019,2h 15m,R,7.5,31K,"Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss.","Traces journey suburban family - led - intentioned domineering father - navigate love , forgiveness , coming aftermath loss ."
1445,Zombieland,"https://m.media-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_QL75_UY414_CR9,0,280,414_.jpg",2009,1h 28m,R,7.5,625K,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.","shy student trying reach family Ohio , gun - toting bruiser search Twinkie pair sisters striving amusement park join forces trek zombie - filled America ."
1446,The Hours,"https://m.media-amazon.com/images/M/MV5BYTk0ODJkMzItZmRkNy00NThhLTg1ZTQtNDIxNjYwNDJmNjRlXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX280_CR0,12,280,414_.jpg",2002,1h 50m,PG-13,7.5,140K,"The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.","story novel "" Mrs. Dalloway "" affects generations women , , way , deal suicide lives ."
1447,Lone Survivor,"https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2013,2h 1m,R,7.5,308K,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","Marcus Luttrell team set mission capture kill notorious Taliban leader Ahmad Shah , late June 2005 . Marcus team left fight lives valiant efforts modern warfare ."
